H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
124.99737,174.81044,1.77682,69.65379,1.77682,105.15664,87.16939,29.417461,43.702297,11.420761,50.867245,3,19.723656,0.03568678,1.784682,0.1056583755,-1,2,39.45656,1.1290641,0.0752691,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99604,200.13878,1.77682,72.92315,1.77682,127.21564,32.446224,-20.332485,-15.279952,-8.801992,-29.484753,3,31.205544,0.4909648,-1.8687773,0.1056583755,-1,1,36.171204,1.8218356,0.83539915,3.2665386,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00815,206.69633,1.77682,35.913437,1.77682,170.7829,32.640503,1.4593239,0.6955655,19.413593,-4.8840356,3,12.224841,0.12529916,-0.10304015,0.1056583755,-1,1,57.29995,1.6512606,-2.923579,3.9474082,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.002525,150.21404,1.77682,101.0558,1.77682,49.15823,11.35978,-1.4000806,-16.777664,-5.364851,8.817124,1,43.99886,1.2522904,1.9840977,2.3498359,-1,1,48.36327,-0.07828319,-1.308395,1.0958663,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99691,214.89801,1.77682,166.21683,1.77682,48.681187,153.50458,1.4804158,-16.115103,-0.9612217,-2.4004014,1,155.01788,0.22281557,-0.19651905,1.322678,-1,1,153.25977,2.4593792,2.8998156,19.826302,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00174,408.03073,1.77682,345.09128,1.77682,62.939457,353.70618,-224.40135,6.1240454,-204.59978,5.106739,1,177.00027,-0.41175663,2.9761982,12.294043,-1,3,22.137009,-0.33207795,-2.3797548,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999344,583.9031,1.77682,524.2315,1.77682,59.67161,392.65094,-266.8245,-47.665474,-297.76312,-61.741375,3,49.46955,-1.0206445,-2.9342942,0.1056583755,-1,1,41.278046,-0.15383603,-2.9867125,1.1464403,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000084,408.0656,1.77682,249.86139,1.77682,158.20422,12.893984,-42.33783,3.928664,-25.337704,6.982518,1,63.05139,-2.0343184,-0.07352107,6.432324,-1,1,23.116673,-1.7191033,2.8949215,1.8174158,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00272,399.49792,1.77682,134.14072,1.77682,265.3572,55.19877,7.8122764,32.282978,19.298132,39.335957,1,41.37849,-1.4922762,-3.1401181,1.1985666,-1,1,31.178055,-1.9107662,0.80414945,3.4291863,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99437,179.66718,1.77682,85.380455,1.77682,94.28672,88.92367,-61.03478,35.414963,-43.95851,37.04316,1,29.930037,-0.06456973,2.4896526,0.0,-1,1,27.156277,-1.8118584,0.91130024,2.4888973,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9988,198.43599,1.77682,45.80223,1.77682,152.63376,149.33517,29.596214,-72.94649,21.863838,-64.67535,1,35.207264,0.72878367,-2.9355047,1.3567718,-1,1,85.15581,0.054645773,-1.1688212,2.944998,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.995834,766.0679,1.77682,669.13257,1.77682,96.93529,80.14818,7.883082,30.153736,-4.7679334,32.235962,1,28.887907,3.5438988,1.3064468,-5.3947965e-06,-1,1,34.48246,1.2840359,1.9795574,1.4229804,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00031,661.6705,1.77682,67.880486,1.77682,593.79,6.349557,3.5293956,3.7220485,1.1494632,3.7054756,1,33.139267,1.2244475,-2.109126,0.834346,-1,1,33.565346,3.4347508,1.1241598,0.8681496,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999115,1505.2767,1.77682,617.8412,1.77682,887.43555,27.425325,-5.3608055,-5.014404,-13.011146,-12.529373,1,54.10092,2.8335617,-2.398519,2.7539723,-1,1,37.06056,3.5996506,0.7627754,2.7387562,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00528,323.54477,1.77682,38.72341,1.77682,284.82135,10.10585,-13.764848,1.0093626,-4.047477,5.4500217,3,24.33853,0.400516,2.4214995,0.1056583755,-1,1,29.896776,2.7270074,-0.41181618,1.5656446,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00049,224.51495,1.77682,158.56395,1.77682,65.951,88.38839,-64.756195,14.483658,-73.76337,35.01216,1,36.102074,0.84182715,2.80385,6.241104,-1,1,28.683546,1.3698739,-0.099984884,6.4149604,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00117,833.3353,1.77682,127.21229,1.77682,706.12305,343.229,55.75597,-185.70195,54.689228,-162.60954,2,13.805652,1.3680536,-1.9946412,0.0005109989499999,-1,2,160.51991,1.4923782,-1.0292681,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.02126,148.70036,1.77682,94.93266,1.77682,53.7677,33.474506,0.8629702,7.1547303,4.3545594,13.308065,1,57.535442,-0.64569914,1.1694417,1.100002,-1,1,48.55982,-0.35843477,-2.2811701,1.1700722,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.992676,547.6664,1.77682,252.01636,1.77682,295.65002,37.18467,-30.467909,72.2255,-34.91153,58.429893,1,48.06133,-2.353842,-1.1315131,1.92554,-1,3,12.495341,-1.9669977,2.1347759,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00061,177.71495,1.77682,71.41795,1.77682,106.297,83.76578,19.903397,-12.998693,16.850903,-23.795813,2,39.75,-0.17239721,-1.3265864,0.0005109989499999,-1,1,60.851562,-1.0197828,0.51741916,1.2932255,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98803,126.179,1.77682,71.129875,1.77682,55.049133,11.445525,-8.440937,-22.221087,-14.375209,-13.447958,1,30.661995,0.69857585,-2.3073263,2.2978117,-1,1,36.997272,-0.618515,0.9086778,0.79787105,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.006874,369.86362,1.77682,207.70038,1.77682,162.16324,4.9096413,-11.035507,1.4942201,-15.882311,9.97085,1,56.190773,-1.9276655,-0.53955686,5.3971744,-1,1,45.92037,-1.6244558,2.5861368,2.4270365,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.008766,160.27922,1.77682,58.26882,1.77682,102.01041,91.475006,2.0599284,16.572046,2.9458706,11.260937,1,43.512897,1.0166099,-2.5989592,2.9492867,-1,2,19.831886,-1.1907718,-2.2524118,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.98907,126.542114,1.77682,64.72936,1.77682,61.81276,1.995056,16.944397,-15.59374,4.659023,-30.700756,3,13.950887,-0.33872896,-1.4314569,0.1056583755,-1,1,39.70932,0.044981785,1.7272798,2.4172623,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.997826,333.57764,1.77682,128.8231,1.77682,204.75455,163.64015,32.3125,-83.109406,25.348988,-79.64178,1,74.947685,-0.72630024,-2.1044738,1.3319035,-1,2,25.600172,-1.4268705,-0.9569939,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99873,265.34048,1.77682,107.671234,1.77682,157.66927,1.7283024,0.12426084,-2.6754165,-0.848452,4.370611,1,56.78668,1.166198,1.8716938,1.1452601,-1,1,59.443806,1.5987103,-1.2546802,1.1202806,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00099,150.86008,1.77682,80.49617,1.77682,70.36391,17.512987,6.3913083,6.8764753,-4.0078487,-12.541998,1,37.40166,-1.0690087,1.1490676,1.8821803,-1,1,55.416527,-0.26268998,-1.9706353,3.2956352,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00014,614.9161,1.77682,323.22476,1.77682,291.6913,59.105614,26.13963,-8.068327,34.030052,-16.595482,1,56.351063,-2.2681026,-2.476089,1.9313036,-1,1,43.62175,-1.999649,-0.27403635,3.1947849,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00235,2312.3813,1.77682,2035.894,1.77682,276.4873,14.884026,-2.355154,6.115501,-1.5944501,-0.8956048,1,33.154373,-4.8441973,-1.8239015,2.265839,-1,1,37.957565,-2.5324752,1.4876134,0.97948724,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99936,169.49469,1.77682,55.933025,1.77682,113.56166,1.3743514,11.265152,-3.668188,0.25593144,-0.09612839,2,35.161156,-0.23946176,-1.1334482,0.0005109989499999,-1,1,38.52383,-1.3974696,2.0367491,2.890429,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00118,242.39917,1.77682,143.3761,1.77682,99.02308,15.781213,4.4185877,-6.51054,-0.43372646,-7.38439,1,52.085888,1.4229896,-1.4441301,1.6227072,-1,1,58.448174,1.1393708,1.8598917,6.199913,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00207,227.43039,1.77682,80.834206,1.77682,146.59618,87.59809,-24.035444,16.439665,-23.32334,0.3900408,1,70.492065,0.6276517,-1.5608851,4.426841,-1,1,57.90214,1.2439202,2.884358,1.3927745,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99745,214.55446,1.77682,159.20673,1.77682,55.34774,27.102604,17.284307,-16.323713,4.8424196,-0.21242002,1,44.24537,-1.7965953,1.6659012,2.659146,-1,1,46.865227,-0.4144449,-0.9413281,0.14869979,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99686,132.54718,1.77682,74.05432,1.77682,58.492855,41.70164,57.950413,-3.12612,55.306953,-6.656854,3,10.370679,-0.48383588,-0.1332934,0.1056583755,-1,1,39.476162,1.131908,-2.695987,0.14949852,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.02659,647.76514,1.77682,491.22742,1.77682,156.53769,27.528748,1.0750324,-38.748154,1.7812377,-19.10555,1,77.22994,-2.5031068,1.8787675,1.2793754,-1,1,26.543903,-1.8795878,-1.4507605,5.600615,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99893,294.086,1.77682,255.86676,1.77682,38.21924,80.808304,25.934204,40.86057,35.254124,39.121555,3,46.139584,-1.5051229,0.7626552,0.1056583755,-1,1,30.32614,-0.5441549,-2.6628208,5.875615,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.996056,1199.8422,1.77682,546.1037,1.77682,653.7384,71.43856,-23.935608,51.897293,-24.907356,54.818707,1,23.100588,3.3196468,-0.1388336,1.7088952,-1,1,25.3025,2.5770142,2.2725205,-2.6973983e-06,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.01509,175.14369,1.77682,106.70623,1.77682,68.43746,105.0707,-55.40112,-36.848175,-62.447895,-35.349056,1,24.256477,1.4314243,-2.9636264,2.9450538,-1,3,17.82236,-0.5381289,-2.3890383,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00006,133.71577,1.77682,66.57321,1.77682,67.14256,24.657347,23.357843,-30.838053,-2.1382124,-14.862275,1,85.94574,-0.09263226,1.8793199,6.585964,-1,1,40.461857,0.86579865,-1.6844494,7.307642,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00745,528.1395,1.77682,355.0107,1.77682,173.12881,128.85966,-56.3159,26.554197,-43.408623,23.932772,1,73.90551,1.7394892,2.469406,1.5178249,-1,1,66.430244,1.7217655,-2.160145,3.0921733,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00033,280.4095,1.77682,114.10236,1.77682,166.30713,117.852585,20.703148,44.15614,-2.6956065,20.093714,1,100.51519,-0.7595571,0.18439564,2.0228038,-1,1,51.870136,-1.4390997,1.7102735,3.2225485,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9969,125.258835,1.77682,60.968906,1.77682,64.289925,7.897446,28.090109,-23.600492,1.6657736,-27.157232,3,11.645942,-0.95015526,-1.5280505,0.1056583755,-1,1,38.97981,0.91123205,1.4328874,3.7060695,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99873,266.35205,1.77682,84.97404,1.77682,181.378,9.1464815,-2.161777,-13.648207,-4.24688,-9.067863,2,31.299276,-0.9501048,-2.3622956,0.0005109989499999,-1,1,44.21344,-1.8575668,0.6620948,4.001085,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.01994,200.00093,1.77682,157.49902,1.77682,42.501896,80.52711,-25.92432,26.41904,-18.752396,18.696367,1,46.69453,1.7606614,1.5429585,0.856284,-1,2,16.69728,-0.32138073,2.5327435,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00354,260.64972,1.77682,229.53687,1.77682,31.112843,126.36461,36.244354,20.138693,48.892403,22.940044,1,58.852116,-1.4572098,0.4115867,0.9499719,-1,1,26.972792,0.50423014,0.99169147,1.8081408,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99907,1079.5353,1.77682,482.27258,1.77682,597.2627,230.0782,-22.000252,1.9730724,-33.004406,1.9306645,1,123.57946,-1.7806664,-3.1152272,1.7020221,-1,1,70.06524,-2.6838028,2.577959,6.1556425,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.998764,365.66772,1.77682,298.97665,1.77682,66.69106,57.535583,11.657168,13.856391,7.3142867,17.428972,1,50.795315,2.126807,2.4196403,1.4855567,-1,1,27.607159,0.8883787,0.22534592,0.89966077,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99765,220.42133,1.77682,74.40635,1.77682,146.01498,167.4286,-20.300472,-45.047104,-12.476019,-50.029488,3,25.529858,0.33573216,-1.9556583,0.1056583755,-1,3,97.81656,-0.78459543,-1.162022,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.000084,142.33421,1.77682,56.038162,1.77682,86.29606,15.1996355,-6.2338867,21.136507,-2.3449163,8.451995,1,50.730732,0.13356245,-2.489304,1.9779536,-1,2,28.641884,0.8798025,0.8402091,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.97613,234.09596,1.77682,68.9086,1.77682,165.18736,74.51118,-15.130459,14.965274,-33.527447,21.146572,3,31.403711,0.8410899,0.75305223,0.1056583755,-1,1,55.565765,1.1726106,2.9309018,3.7550845,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00082,145.15276,1.77682,52.381886,1.77682,92.77087,58.34788,-8.299797,0.3639266,-0.40223038,13.268123,1,36.6886,-0.8333276,-1.9617958,0.9277305,-1,1,79.56606,-0.10475984,1.5627844,0.84604275,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001564,180.24496,1.77682,88.47205,1.77682,91.77291,120.67823,7.1741157,-8.304491,7.0563693,-12.029994,1,57.593338,1.1505266,-1.997536,1.5596676,-1,1,82.27013,-0.26815087,-0.9148937,1.3096113,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00006,827.52313,1.77682,333.6237,1.77682,493.89944,11.900948,2.954496,33.25052,-0.70504206,26.286774,1,52.640446,2.4481308,-1.7888336,5.835442,-1,1,23.848448,2.6263447,1.5202446,0.88980657,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99381,397.4053,1.77682,148.49242,1.77682,248.9129,8.371763,-4.410713,27.936537,-1.1238245,15.470099,1,57.68759,1.4785006,-1.841444,2.268344,-1,1,31.258766,2.1765068,1.2902395,1.3724822,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99855,397.9899,1.77682,119.2527,1.77682,278.73718,24.8938,-17.787525,-20.008602,-14.101712,1.1164216,1,44.385624,-1.4274665,0.92954725,3.58103,-1,1,28.17931,-2.1693437,-2.6308787,1.0217158,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.001465,1679.0653,1.77682,638.30133,1.77682,1040.7639,66.2863,0.5380576,-8.943893,-12.382145,9.119684,1,66.02311,-2.8373337,1.8489819,2.5822618,-1,1,48.236988,-3.6020846,-2.3562636,2.7523923,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.991585,588.93475,1.77682,130.3243,1.77682,458.61047,84.634674,-41.040977,-21.240286,-32.02401,-10.07482,3,48.91878,-1.4991862,1.8033994,0.1056583755,-1,1,43.953747,-2.4299402,-2.6096284,0.3500351,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.976166,270.96008,1.77682,145.30086,1.77682,125.659225,115.19813,44.554104,6.6379385,54.285206,4.005782,1,74.12622,-1.0566068,1.5561398,3.0766854,-1,1,29.975142,-1.0190549,-0.12266338,0.63794124,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00162,1035.5623,1.77682,718.9856,1.77682,316.57666,84.10366,-15.4207735,-7.2067356,-26.345692,-4.6824365,1,85.724,-2.5609922,-2.8867648,1.5196971,-1,1,40.29731,-2.731038,0.9927522,3.1334093,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99986,568.016,1.77682,303.0735,1.77682,264.9425,56.51476,12.354876,-15.748029,25.709335,-9.454399,1,40.06752,-1.9682968,-1.239629,2.15802,-1,3,17.765934,-2.3480651,1.1701671,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00109,506.38385,1.77682,258.07434,1.77682,248.3095,25.185925,4.4759765,11.450299,7.2712092,9.306539,1,54.56044,1.9751797,-1.5072575,2.3203287,-1,1,49.241657,2.0943298,1.1766496,5.212579,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.999916,180.58076,1.77682,119.214455,1.77682,61.366306,12.556797,5.4523087,-35.636314,2.2745883,-14.301296,1,27.03608,-1.5940278,-1.4299266,2.9147434,-1,1,68.81927,-0.3127936,1.6050802,1.561865,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99993,245.63278,1.77682,77.62247,1.77682,168.01031,35.495934,-11.915343,-18.507324,0.64492285,-5.414642,1,43.27652,-0.60933596,-2.0047023,1.7292327,-1,1,25.777735,-2.5984123,0.93734884,5.2144895,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99953,126.36138,1.77682,67.267944,1.77682,59.09344,16.498308,-12.040642,-2.9779367,4.539101,5.1444035,1,38.50703,0.33079368,-0.5830533,3.811235,-1,1,30.052141,-0.15728584,2.281742,0.79260296,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99514,262.11548,1.77682,172.41377,1.77682,89.70172,41.887825,-5.194464,8.7677965,3.8406565,-7.2819486,1,70.78521,-1.5284897,-1.811182,3.7859054,-1,1,37.93048,-1.0530776,0.6537538,2.9151373,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.9994,148.911,1.77682,84.14689,1.77682,64.76411,10.473444,0.5860319,-15.636917,9.456917,-17.398823,1,56.941868,0.73898107,2.3145766,5.6989374,-1,3,26.812222,0.44909754,-0.96155465,0.1056583755,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00041,166.04144,1.77682,128.06073,1.77682,37.98071,15.39639,-0.7041219,14.6318,-0.39863318,-4.1320143,1,41.84173,-2.080945,-3.057463,3.0526617,-1,1,29.911188,0.45543066,-0.43895215,1.2911081,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00575,372.61346,1.77682,225.03423,1.77682,147.57924,38.516582,8.032522,40.635696,-2.5168362,10.304496,1,82.87635,1.6264812,-1.7082322,5.2597356,-1,1,24.908878,1.8664469,1.6282185,3.297033,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99621,168.43542,1.77682,38.88368,1.77682,129.55174,4.4735065,-0.9942504,2.2960887,4.491615,-1.3550042,1,34.629536,-0.29231185,3.0874627,1.7638116,-1,1,30.56878,1.8546387,-0.13575864,2.8829014,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99799,171.44106,1.77682,64.89325,1.77682,106.5478,13.742595,26.79193,23.863054,37.35509,22.520266,3,11.437996,-0.3683241,0.6059257,0.1056583755,-1,1,48.448196,-1.4481529,-2.6791792,2.219366,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00985,561.4102,1.77682,133.01282,1.77682,428.39743,27.681911,-19.694347,-1.050187,-22.76056,0.9447417,2,26.555054,1.6196347,-3.130914,0.0005109989499999,-1,1,63.45561,2.6443067,0.4166615,7.330733,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00073,234.18637,1.77682,134.83583,1.77682,99.35054,22.719864,2.7087336,24.860977,-4.217072,18.548428,1,51.72375,-1.3228399,-2.0097408,0.9407556,-1,1,28.707859,-1.122478,1.4865323,4.1757865,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99845,196.39694,1.77682,63.792286,1.77682,132.60466,138.70276,36.548016,47.372795,44.795033,58.55076,1,35.11014,0.52843326,0.39740872,0.15170242,-1,1,48.36275,-0.873763,1.2141528,8.377046,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00188,655.95166,1.77682,96.20913,1.77682,559.74255,19.099585,18.173275,-3.5812232,19.972198,-2.5515738,1,32.16604,1.5092635,2.8772318,1.251971,-1,1,31.703403,3.0319579,-0.15720846,2.8224869,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00556,225.96219,1.77682,166.07462,1.77682,59.88757,42.534554,-17.709166,-11.448923,-20.97546,6.0582457,1,60.73834,1.581121,0.95364356,0.0,-1,2,21.353754,0.5260392,-3.034165,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.0044,192.96815,1.77682,159.95375,1.77682,33.0144,90.59095,-1.2901349,-17.880537,3.7619078,-5.023967,1,78.89622,1.3633823,-0.69690955,1.5448972,-1,1,22.964275,-0.9544716,-1.6810848,1.3714131,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99854,141.12753,1.77682,46.220337,1.77682,94.90719,60.072937,28.126049,34.610287,45.737003,33.538406,1,43.255077,0.94072086,-2.2401297,10.018517,-1,1,23.698275,-0.07399332,0.67932683,0.15899852,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00836,131.27412,1.77682,50.48798,1.77682,80.78615,32.812363,-0.7824238,2.744063,-5.2551327,-4.1019692,1,39.949974,0.18616039,2.925088,2.8626928,-1,1,68.50132,0.1840922,-0.3863682,4.443369,-1,303.1640621297727,2.93050529468397,299.52846075415385
124.99968,193.55394,1.77682,73.58466,1.77682,119.96927,147.76732,35.215454,74.611404,61.003487,74.74715,3,18.837378,1.150744,0.832053,0.1056583755,-1,1,47.224957,-0.5061762,0.8643659,5.2215295,-1,303.1640621297727,2.93050529468397,299.52846075415385
125.00501,137.4985,1.77682,57.09396,1.77682,80.40455,18.922943,13.972389,7.2451177,1.0068173,-7.857989,3,29.375265,-0.25621167,-0.8007123,0.1056583755,-1,2,52.954395,-0.5621244,2.539635,0.0005109989499999,-1,303.1640621297727,2.93050529468397,299.52846075415385
